	T1	T2	T3	T4	T5
time	T1	T2	T3	T4	T5
cardopanel_1	-0.0814656271491931	0.0948789128384811	0.147469239154079	0.0383714910485323	-0.213909417492907
cardopanel_2	-0.229150331467785	-0.00367776941638531	0.0264878520921818	0.0551957298920215	0.181870167789814
cardopanel_3	0.00890147087896329	0.110465082517449	-0.0917275850031609	-0.124989677683358	0.102448748517634
cardopanel_4	0.0236889476429917	-0.161893734867476	-0.194196845289738	0.254020630030283	0.10557359518042
cardopanel_5	0.0606684840273674	0.0478979990413477	-0.0577812959577274	-0.0579306650560697	0.00302066367729872
cardopanel_6	-0.108886716646495	0.192008963869509	0.00979399302784321	-0.0415213600054739	-0.0496039878572627
cardopanel_7	0.151142400348134	0.0420418507216885	-0.170049700686673	-0.0345124015607584	0.00757736273505106
cardopanel_8	0.0940722487043334	0.115464520614068	-0.184570619714537	0.0390162248569896	-0.0646744303673251
cardopanel_9	0.0701151083582019	0.0981422077078486	0.17025498584934	-0.349654375649976	-0.0200563320825784
cardopanel_10	0.0252126860963501	0.084267894011752	0.0979081699184964	-0.0758001967066242	-0.152558308486619
cardopanel_11	0.0716868890273719	0.13567503334027	-0.161676270623691	-0.0132168540754974	-0.0328674701554042
cardopanel_12	0.0445899917225429	0.029137190915402	-0.233449822412815	0.0422634412251909	0.137203663876794
cardopanel_13	-0.0495319629789093	-0.264223700554649	-0.307131608289946	0.59544735115208	0.0774930891287329
cardopanel_14	0.156901225794134	0.0495110392929706	0.0762855524441317	-0.234318260927393	-0.0800987867047919
cytokine_1	0.212990505747922	-0.200709604574358	0.0437565881220243	-0.109091659184381	0.0449510909284696
cytokine_2	-0.0948256982770837	0.069606569067445	0.118444254203741	-0.194207831680095	-0.0103579879910353
cytokine_3	-0.0426083706221976	-0.0174294437571014	0.212289071506795	-0.197372547606302	0.0493670922812412
cytokine_4	0.21524347061271	-0.233983454782217	-0.173245105047063	0.178119843211514	0.0514505344864921
cytokine_5	-0.146689504171976	-0.147924266756258	-0.146406713414571	0.552874723752485	-0.0657947890929642
cytokine_6	-0.107681013185075	0.0485618852239846	0.158268354584936	-0.0853458185675604	-0.0599498100545836
cytokine_7	0.014687174571459	-0.148706718524878	0.173632953763189	-0.0137546276326388	-0.0271138184814737
cytokine_8	0.0737109546794495	-0.0137226103291031	-0.0283121779881694	-0.0104277671786089	-0.0142884768475824
cytokine_9	-0.0386329474536127	-0.0308638737475641	-0.0969028858502954	0.103550875768265	0.0907654305555713
cytokine_10	0.0471603450747334	0.283744902080311	-0.27036054909254	-0.106894564419191	0.0793734727769204
cytokine_11	-0.0698844541317313	-0.000127937018686466	-0.0832355752514976	0.0897116138725747	0.0898240261209655
cytokine_12	0.185011183881401	-0.356525565562347	-0.437002269804172	0.528139608487377	0.129145246161635
cytokine_13	-0.0422409840732537	-0.0532932186043468	-0.104053560236375	0.0674225272189608	0.161430495550363
cytokine_14	0.188402140042215	-0.155126493000001	0.263755773340747	-0.116359093438732	-0.205802975029955
cytokine_15	-0.0688817429923545	-0.109516116738065	0.0523775893688418	0.102675370194575	0.0549473719072483
